id,title,overview,tmdbId,vote_average,vote_count,genres,adult,release_date,production_companies,poster_path
112277,1,"Set in the golden era of Grand Prix Racing '1' tells the story of a generation of charismatic drivers who raced on the edge, risking their lives during Formula 1's deadliest period, and the men who stood up and changed the sport forever.",217316,7.3,36.0,99,false,2013-09-30,"[{'name': 'Exclusive Media Group', 'id': 11448}, {'name': 'Universum Film (UFA)', 'id': 12372}, {'name': 'Spitfire Pictures', 'id': 14739}, {'name': 'Flat-Out Films', 'id': 22333}]",posters\112277.jpg
157869,10 Billion: What's On Your Plate,"How can we best meet every earth citizens need for healthy food facing our limited resources? Regarding the almost 10 billion humans living on earth by 2050, we have to decide now how we want to shape the future of agriculture.",338381,7.0,2.0,99,false,2015-04-16,[],posters\157869.jpg
148080,10+10,"10+10 is a project initiated by the Taipei Golden Horse Film Festival to demonstrate the solidarity between Taiwanese film-makers. 20 directors are invited to make a 5-minute short film each on the theme of the “Uniqueness of Taiwan,” but allowed total freedom in all other aspects.",104194,5.0,1.0,"",false,2011-04-01,[],posters\148080.jpg
153464,100 Million BC,"A scientist from the failed Philadelphia Experiment leads a team of Navy SEALs back in time to the Cretaceous Period to rescue the first team he sent back during the 1940s. Things go wildly awry though, when on his return he accidentally brings a giant, man-eating dinosaur back through the portal and into modern-day, downtown Los Angeles.",16123,3.1,26.0,878,false,2008-07-29,"[{'name': 'Asylum, The', 'id': 3991}]",posters\153464.jpg
98253,100 Ways to Murder Your Wife,"Two men, Yun-Fat Chow and Kenny Bee, are both married and unhappy. Together they make diverse plans to murder their wifes.",147590,4.0,1.0,"10749,35",false,1986-09-24,"[{'name': 'Go Go Film Productions', 'id': 49986}]",posters\98253.jpg
136443,1000 To 1,"Cory Weissman is a college basketball player who suffers a devastating stroke. He perseveres to find new meaning in his life both on, and more importantly, off the court.",268245,6.0,14.0,18,false,2014-03-04,[],posters\136443.jpg
170165,11 Blocks,"John 'Concrete' Hong has one night to fight his way across a violent city and rescue the one he loves. After eviction from their apartment, John and Bethany Hong are forced to live on the streets of Union, a violent city where street gangs control the lower blocks. When John journeys to the bottom of the city to find work, the WCC gang corners him. After fighting his way out, he becomes the target of the corrupt Police Chief and his hired assassin, Finger.",361617,3.0,2.0,28,false,2015-09-27,[],posters\170165.jpg
140986,12 Chairs,A former aristocrat Ippolit Vorobyaninov leads a miserable life in Soviet Russia. His mother-in-law reveals a secret to him - she hid family diamonds in one of the twelve chairs they once had. Vorobyaninov in cooperation with a young con artist Ostap Bender start a long search for the diamonds.,31648,7.3,24.0,"12,35",false,1971-06-21,"[{'name': 'Mosfilm', 'id': 5120}]",posters\140986.jpg
108499,13 Fighting Men,A group of Union Army soldiers is charged with protecting a box of gold and getting it to its rightful place within the government coffers.,359195,0.0,0.0,"10752,37",false,1960-03-31,"[{'name': 'Associated Producers (API)', 'id': 4141}]",posters\108499.jpg
157779,13 Hours in a Warehouse,"As five underworld heavies settle in for an all night stay at an abandoned warehouse and former film studio, a series of bizarre and unsettling occurrences quickly lead them to believe they are not alone. It was supposed to be a simple night of babysitting a single hostage, but when a series of numbers began to appear on the walls things soon took a dark turn. Later, after the hostage escapes, the perplexed thugs not only learn that there is a rat in the ranks, but also discover the unsettling nature of the films that were shot in the warehouse. Now, as terror takes hold, the thieves are about to discover that they are being stalked from the shadows and that their odds of living to see daybreak are shrinking with each passing minute.Written by Jason Buchanan, All Movie Guide",16280,4.1,7.0,"27,53",false,2008-10-28,"[{'name': 'Crotalus Productions', 'id': 87522}]",posters\157779.jpg
109728,16 Acres,The dramatic inside story of the monumental collision of interests at Ground Zero in the decade after 9/11.,130745,7.5,4.0,99,false,2012-09-23,[],posters\109728.jpg
144150,1944,"The events of the war in 1944, from the Blue Hills to Sõrve Peninsula. Shown through the eyes of Estonian soldiers who had to pick sides and fight against fellow brothers. Choices have to be made, not only by the soldiers, but also by their loved ones.",321303,6.8,32.0,"10752,18",false,2015-02-20,"[{'name': 'Matila Röhr Productions (MRP)', 'id': 5240}, {'name': 'Taska Film', 'id': 6162}]",posters\144150.jpg
172403,2 Alone in Paris,"A bumbling Paris policeman is doggedly determined to capture the master thief that repeatedly eludes him, even when they're the last two men on Earth.",13741,5.1,74.0,35,false,2008-06-25,[],posters\172403.jpg
95016,2 Days in New York,"Marion and Mingus live cozily – perhaps too cozily – with their cat and two young children from previous relationships. However, when Marion’s jolly father, her oversexed sister, and her sister’s outrageous boyfriend unceremoniously descend upon them for a visit, it initiates two unforgettable days that will test Marion and Mingus’s relationship. With their unwitting racism and sexual frankness, the French triumvirate hilariously has no boundaries or filters… and no person is left unscathed in its wake.",84165,5.4,94.0,35,false,2012-03-28,"[{'name': 'Senator Film Produktion', 'id': 191}, {'name': 'Tempête Sous Un Crâne Productions', 'id': 765}, {'name': 'Focus Films', 'id': 1268}]",posters\95016.jpg
169126,2 Lava 2 Lantula!,"When an unprecedented amount of sinkholes erupt all over Florida, a new nest of fire spitting LAVALANTULAS is awakened… wreaking their fiery havoc all over the sunshine state.",391975,5.1,18.0,"27,878,53",false,2016-08-06,"[{'name': 'Syfy', 'id': 6677}, {'name': 'Cinetel Films', 'id': 10399}, {'name': 'Zoo Creatives', 'id': 87400}]",posters\169126.jpg
155824,2 Nights Till Morning,"Caroline, a French architect in Vilnius, Lithuania, on business, has to spend an extra night in the city due to a delayed work meeting. At the bar of her hotel she meets Jaakko, a Finnish DJ who is in Vilnius for a gig. Caroline lets him understand that she doesn’t speak English, and Jaakko doesn’t speak French. Although they lack a common language, they find themselves enjoying each other’s company...",356090,7.5,4.0,"10749,18",false,2015-08-31,[],posters\155824.jpg
36046,200 Motels,"\"Touring makes you crazy,\" Frank Zappa says, explaining that the idea for this film came to him while the Mothers of Invention were touring. The story, interspersed with performances by the Mothers and the Royal Symphony Orchestra, is a tale of life on the road. The band members' main concerns are the search for groupies and the desire to get paid.",27645,5.5,5.0,"14,35,99,878,10402",false,1971-11-10,"[{'name': 'Bizarre Productions', 'id': 4699}]",posters\36046.jpg
169292,2001: A Space Travesty,"Leslie Nielsen once again plays a bumbling detective in the vein of the 'Naked Gun' movies, but this time as Marshall Richard 'Dick' Dix. When odd reports are received through official channels stating that the President of the United States is being held captive on a secret international moon base called Vegan and that he has been replaced on Earth by a clone, the US Marshall Service immediately sends their 'best' man, Dix, on the mission. Dix travels to Vegan to rescue the president, but is quickly duped and ends up returning to Earth where he installs the clone-president and removes the real one. The bumbling Dix must then find a way to restore the real president before aliens take over the Earth, and restore in himself a belief in truth, justice and the American way.",7290,4.1,52.0,"35,878",false,2000-10-31,"[{'name': 'Cinevent', 'id': 2215}, {'name': 'Helkon Media AG', 'id': 2216}]",posters\169292.jpg
99939,21 & Over,"Brilliant student Jeff Chang has the most important interview of his life tomorrow.  But today is still his birthday, what starts off as a casual celebration with friends evolves into a night of debauchery that risks to derail his life plan.",107811,5.7,748.0,35,false,2013-03-01,"[{'name': 'Relativity Media', 'id': 7295}, {'name': 'Virgin Produced', 'id': 8852}, {'name': 'Mandeville Films', 'id': 10227}, {'name': 'SkyLand Entertainment', 'id': 52337}]",posters\99939.jpg
169816,24,A scientist invents a time machine but his evil twin brother is after it and will go to any lengths to get the device in his hands.,368006,7.1,22.0,"28,878,53",false,2016-05-05,"[{'name': 'Studio Green', 'id': 12630}, {'name': '2D Entertainment', 'id': 55821}]",posters\169816.jpg
161956,26 Years,"26 years ago, state troops were ordered to open fire on civilians in the city of Gwangju who were demonstrating as apart of a democratic movement. Thousands of civilians were killed. Now, a shooter from the national team, a gang member, a policeman, CEO from a large company and director of a private security outfit get involved in a plan to convict the person responsible for the massacre.",140380,6.7,14.0,"18,53",false,2012-11-29,"[{'name': 'Cheongeoram', 'id': 945}]",posters\161956.jpg
