id,title,overview,tmdbId,vote_average,vote_count,genres,adult,release_date,production_companies,poster_path
135781,#1 Cheerleader Camp,A pair of horny college guys get summer jobs at a sexy cheerleader camp.,41371,3.4,23.0,"35,18",false,2010-07-27,[],posters\135781.jpg
150788,$50K and a Call Girl: A Love Story,"When Ross is diagnosed with terminal brain cancer and given six weeks to live, his newly engaged older brother Seth offers to spend his $50,000 wedding fund on a final trip of a lifetime. Their plans are complicated when Ross invites a call girl to join the group and Seth’s uptight fiancée insists on tagging along. This raucous road trip comedy features hip-hop star Asher Roth.",248268,6.3,11.0,18,false,2014-01-10,[],posters\150788.jpg
152194,'D',"Deshu, a mechanic from Dubai, comes home to Mumbai, and gets embroiled in a crime by accident. The film shows his meteoric rise from common, law-abiding man to underworld kingpin. After his mother passes away, Mumbai-based Deshu returns from Dubai to condole his married sister, Kumud, and retired police constable father, but becomes embroiled with the police as well as the underworld after he witnesses a brutal homicide. Hounded by both the police and goons affiliated to Mangli, he decides to enter the criminal world of Hashimbhai, a rival of the later, and begins his career by killing Mangli. His rise in the gang is phenomenal, and his association with Bollywood beauty, Bhakti Bhatnagar, creates jealously amongst Hashim's sons, Shabbir and Muqarram, who also feel demoralized and threatened, and use every opportunity to instigate their father against him, while the Mumbai Police assign 'Encounter Specialist' Inspector Razaak the task of doing away with Deshu.",97361,5.8,3.0,"18,53,80,10769",false,2005-06-03,[],posters\152194.jpg
148301,1 P.M.,"Lighter and livelier than the films Jean-Luc Godard had made in France, his U.S. collaboration with Direct Cinema documentarian D. A. Pennebaker was meant to be One A.M., as in “one American movie”; but Godard quit the project and the U.S., where to his dismay he discovered that revolution wasn’t imminent, and Pennebaker edited Godard’s material, to which he and Richard Leacock even added a bit more, releasing the result as One P.M., as in “one parallel movie.” It’s a stunning mixture of cinéma-vérité, political theater, and interviews of key sixties figures.",143437,7.0,2.0,99,false,1972-02-10,[],posters\148301.jpg
151021,10 Cloverfield Lane,"After a car accident, Michelle awakens to find herself in a mysterious bunker with two men named Howard and Emmett. Howard offers her a pair of crutches to help her remain mobile with her leg injury sustained from the car crash and tells her to \"get good on those\" before leaving the bunker. She has been given the information that there has been an alien attack and the outside world is poisoned. However, Howard and Emmett's intentions soon become questionable and Michelle is faced with a question: Is it better in here or out there?",333371,6.8,2537.0,"53,878,18",false,2016-03-10,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Bad Robot', 'id': 11461}, {'name': 'Spectrum Effects', 'id': 78177}]",posters\151021.jpg
48713,10 Items or Less,"An actor who is considering the role of a supermarket manager arrives at a grocery store on the outskirts of Los Angeles to do some field research. He subsequently becomes stranded, without a car or cell phone, and accepts a ride home with Scarlet, a cashier who is about to interview for a new job. The actor rediscovers the essence of his craft while helping Scarlet gain the confidence she needs to change her life.",2357,6.6,50.0,"35,18",false,2006-09-11,"[{'name': 'Revelations Entertainment', 'id': 906}, {'name': 'Mockingbird Pictures', 'id': 1092}, {'name': 'Reveal Entertainment', 'id': 41251}]",posters\48713.jpg
72960,10 MPH,"Two guys quit stodgy corporate jobs, scrounged up all the savings they could, collected credit cards, and stepped - or better yet - scooted forward to follow their biggest dream: to become filmmakers. Josh Caldwell rode a Segway from Seattle to Boston, while his buddy Hunter Weeks directed a film they both shot about the experience and about the moments leading up to this crazy twist on the Americ",14773,9.0,1.0,99,false,2007-01-01,[],posters\72960.jpg
126785,100 Bloody Acres,"Reg and Lindsay run an organic fertiliser business. They need a fresh supply of their \"secret ingredient\" to process through the meat grinder. Reg comes across two guys and a girl with a broken-down vehicle on their way to a music festival.",126757,6.2,43.0,"35,27",false,2012-08-04,"[{'name': 'Cyan Films', 'id': 56277}, {'name': 'Major International Pictures', 'id': 57283}]",posters\126785.jpg
125293,1001 Nights,"Sheherazade (Catherine Zeta-Jones) has been married to a ruler (Thierry Lhermitte) who wants many wives, but only one at a time. Consequently, as soon as he has bedded them, he has them put to death. In most retellings, the girl staves off this unfortunate conclusion by putting off the connubial event for a thousand and one nights, telling irresistable stories instead. In this one, she gets hold of a magic lamp.",20220,4.9,7.0,"14,35,12",false,1990-04-11,"[{'name': 'Telepool', 'id': 823}, {'name': 'Cinémax', 'id': 20576}, {'name': 'Club Investissement Média', 'id': 22494}, {'name': 'Rai 2', 'id': 23119}, {'name': 'Télémax', 'id': 25826}, {'name': 'Antenne-2 France', 'id': 25827}]",posters\125293.jpg
109436,13 Sins,"A bright but meek salesman, drowning in debt as he's about to get married, receives a mysterious phone call informing him that he's on a hidden camera game show where he must execute 13 tasks to receive a multi-million dollar cash prize.",155084,6.2,355.0,"27,53",false,2014-04-18,"[{'name': 'Sahamongkol Film International', 'id': 6018}, {'name': 'Dimension Films', 'id': 7405}, {'name': 'IM Global', 'id': 7437}, {'name': 'Automatik Entertainment', 'id': 7625}, {'name': 'Radius-TWC', 'id': 20671}, {'name': 'Little Magic Films', 'id': 26470}]",posters\109436.jpg
