id,title,overview,tmdbId,vote_average,vote_count,genres,adult,release_date,production_companies,poster_path
139974,10 Attitudes,Story of a jewish man who discovers that his boyfriend of 10 years is cheating on him.,19828,3.0,2.0,"18,35,10749",false,2001-01-01,"[{'name': 'Ariztical Entertainment', 'id': 3680}]",posters\139974.jpg
143460,11 A.M.,"In the not-so distant future, researchers at a deep-sea laboratory have finally invented a time machine. Head researcher Woo-seok is promised funding from a mega-corporation if he completes a test flight. He and Young-eun carry out the mission and travel to 11 A.M. the next day, only to find the base on the verge of collapse. All the researchers are gone and someone is out to kill them.",239853,5.5,10.0,"878,14",false,2013-11-28,"[{'name': 'CJ Entertainment', 'id': 7036}]",posters\143460.jpg
90458,11-11-11,"After the death of his wife and child, an author travels to Barcelona to see his estranged brother and dying father, where he learns that his life is plagued by events that occur on 11/11/11.",51248,4.3,77.0,"27,53",false,2011-11-11,"[{'name': 'Canonigo Films', 'id': 7660}, {'name': 'Black Flag', 'id': 9968}, {'name': 'Capacity Pictures', 'id': 50491}]",posters\90458.jpg
27526,11:14,Tells the seemingly random yet vitally connected story of a set of incidents that all converge one evening at 11:14pm. The story follows the chain of events of five different characters and five different storylines that all converge to tell the story of murder and deceit.,9282,6.8,211.0,"80,18,53",false,2003-05-16,"[{'name': 'Firm Films', 'id': 1838}, {'name': 'Media 8 Entertainment', 'id': 2226}, {'name': 'MDP Worldwide', 'id': 10828}]",posters\27526.jpg
110510,12 O’Clock Boys,"Pug, a wisecracking 13 year old living on a dangerous Westside block, has one goal in mind: to join The Twelve O'Clock Boys; the notorious urban dirt-bike gang of Baltimore. Converging from all parts of the inner city, they invade the streets and clash with police, who are forbidden to chase the bikes for fear of endangering the public. When Pug's older brother dies suddenly, he looks to the pack for mentorship, spurred by their dangerous lifestyle. Pug's story is coupled with unprecedented, action-packed coverage of the riders in their element. The film presents the pivotal years of change in a boy's life growing up in one of the most dangerous and economically depressed cities in the US.",169853,6.2,15.0,99,false,2013-01-31,"[{'name': 'Mission Films', 'id': 21482}, {'name': 'Prospekt', 'id': 30706}]",posters\110510.jpg
106986,12 Rounds 2: Reloaded,"Nick Malloy portrays an Emergency Medical Technician (EMT) who finds himself caught in a deadly 12-round game of cat and mouse with a vigilante tied to the paramedic's past. With little time to spare and his wife's life hanging in the balance, the EMT must figure out why he's been chosen to be the pawn in this maniac's game before it's too late",195269,5.6,101.0,"28,12",false,2013-06-01,"[{'name': 'WWE Studios', 'id': 10339}]",posters\106986.jpg
118258,12 Wishes of Christmas,"A woman whose dog was taken by her landlord follows her life coach's instructions to make 12 wishes for a better future, and watches in surprise as each of those wishes comes true in this Christmas fantasy for the entire family. Laura was already down in the dumps when her strict landlord took away her beloved four-legged friend. Encouraged by her best friend to seek the help of a life coach, Laura begrudgingly takes the leap. Later, as Laura follows instructions to make 12 wishes for a better life, her deepest desires become reality. But every wish has its consequences, and with Christmas fast approaching Laura must now figure out a means of getting her dog back, and her life on track in time for the holidays.",145186,5.8,10.0,"35,14",false,2011-11-27,"[{'name': 'Barnholtz Entertainment', 'id': 11860}, {'name': 'ARO Entertainment', 'id': 13912}]",posters\118258.jpg
105126,12 Years a Slave,"In the pre-Civil War United States, Solomon Northup, a free black man from upstate New York, is abducted and sold into slavery. Facing cruelty as well as unexpected kindnesses Solomon struggles not only to stay alive, but to retain his dignity. In the twelfth year of his unforgettable odyssey, Solomon’s chance meeting with a Canadian abolitionist will forever alter his life.",76203,7.9,3787.0,"18,36",false,2013-10-18,"[{'name': 'Plan B Entertainment', 'id': 81}, {'name': 'Regency Enterprises', 'id': 508}, {'name': 'River Road Entertainment', 'id': 1246}, {'name': 'Film4', 'id': 9349}, {'name': 'New Regency Pictures', 'id': 10104}]",posters\105126.jpg
60737,13 Beloved,"Pusit is having the worst day of his life. He just lost his job and is in serious debt. That is all about to change when he receives a mysterious phone call with a tempting offer. If he could complete 13 tasks, he will win 100 million Baht. Pusit agrees and the game begins.",13436,6.4,50.0,"9648,35,27,53,80,18",false,2006-10-04,"[{'name': 'Sahamongkol Film International', 'id': 6018}]",posters\60737.jpg
165087,15 Février 1839,"In 1839, months after the British army has repressed the insurrection of the Patriots, hundreds of rebels rot in prison. The morning of February 14, Marie-Thomas Chevalier De Lorimier and Charles Hindelang learn that they will be hung in 24 hours, with three other comrades. While they await their hour of death the condemned spend time and consult with companions and loved ones as well as entrust to those their last wills. At dawn, the five Patriots find the courage to walk with dignity towards the scaffold, knowing that will they die in the name of a just causewww.tribute.ca",51953,6.7,5.0,"18,36",false,2001-01-26,"[{'name': 'Téléfilm Canada', 'id': 806}, {'name': 'Cinépix', 'id': 6270}]",posters\165087.jpg
