id,title,overview,tmdbId,vote_average,vote_count,genres,adult,release_date,production_companies,poster_path
106634,$ellebrity,"Fame today is more than an obsession. Fame has become what millions of us follow, believe in and seemingly what we care about most - as well as a billion dollar-a-year industry. But what does our intense fascination with celebrity say about us? And how much is too high a price to pay for our own curiosity run rampant?  \"$ELLEBRITY\" is a candid dialogue about the tone and texture of celebrity, past, present and future; an  examination of our pop culture; and an honest look at the quality of our media consumption.",95383,5.5,9.0,99,false,2013-01-11,"[{'name': 'Run Rampant', 'id': 37637}]",posters\106634.jpg
142825,'49-'17,A judge who had taken part in the gold rush of 1849 hires an acting troupe to recreate the experience in this rather fanciful silent Western. The make-believe turns serious when a real gold-mine is discovered nearby and a local girl is kidnapped by a nasty gambler.,344339,0.0,0.0,"",false,1917-10-14,[],posters\142825.jpg
148412,'Tis the Season for Love,"The holiday drama follows an out-of-work actress who returns to her quaint hometown, where a Christmas romance proves the life she once left behind could turn out to be even better than Broadway.",362886,6.0,11.0,"10749,10770",false,2015-11-01,[],posters\148412.jpg
134385,'Twas the Night,A mischievous 14-year-old boy and his irresponsible uncle almost ruin Christmas when they decide to take Santa's new high-tech sleigh for a joyride.,103014,5.1,4.0,10751,false,2001-12-07,"[{'name': 'Disney Channel', 'id': 3213}]",posters\134385.jpg
100830,'Twas the Night Before Christmas,"When a town learns that Santa Claus has struck it off his delivery schedule due to an insulting letter, a way must be found to change his mind.",26547,5.9,11.0,"16,10751",false,1974-12-08,"[{'name': 'Rankin/Bass Productions', 'id': 688}]",posters\100830.jpg
146146,(T)ERROR,"After working for more than 20 years as a counterterrorism informant for the FBI, ***** has a choice to make. He can stay home to raise his son or do one last high-stakes job for the Bureau. Infiltrating terror networks and befriending suspected terrorists is *****’s specialty. He is one of a growing number of covert operatives in America who straddle the murky line between preventing crimes and inventing them.",318972,6.8,12.0,"53,99",false,2015-01-24,[],posters\146146.jpg
100946,009 Re: Cyborg,"009 Re:Cyborg follows a group of nine cyborgs, each of them created by a shadowy organization for use as weapons against humanity. The group turns on their creators to protect the population instead, using the powers given them to fight their creators.",127544,5.7,11.0,"28,16,878",false,2012-10-27,"[{'name': 'Production I.G.', 'id': 12657}]",posters\100946.jpg
138730,10 Cent Pistol,"A story about two lifelong criminals who maneuver through the shady underbelly of Los Angeles in search of wealth, love and redemption.",346592,4.4,7.0,"28,80,53",false,2015-07-24,"[{'name': 'Route 17 Entertainment', 'id': 57635}]",posters\138730.jpg
114236,10 Minutes,"10 minutes doesn't seem long to a Japanese tourist waiting for some photos in Rome, but a lot can happen in the same 10 minutes for a family in Sarajevo during the Bosnian War.",118658,6.6,7.0,10752,false,2002-01-01,[],posters\114236.jpg
55922,10 Questions for the Dalai Lama,"How do you reconcile a commitment to non-violence when faced with violence? Why do the poor often seem happier than the rich? Must a society lose its traditions in order to move into the future? These are some of the questions posed to His Holiness the Dalai Lama by filmmaker and explorer Rick Ray. Ray examines some of the fundamental questions of our time by weaving together observations from his own journeys throughout India and the Middle East, and the wisdom of an extraordinary spiritual leader. This is his story, as told and filmed by Rick Ray during a private visit to his monastery in Dharamsala, India over the course of several months. Also included is rare historical footage as well as footage supplied by individuals who at great personal risk, filmed with hidden cameras within Tibet.",10884,6.3,3.0,99,false,2006-05-01,[],posters\55922.jpg
157777,10 Rules for Sleeping Around,"By following ten simple rules,  20-somethings Vince and Cameron spice up their relationship by sleeping around. But when their straitlaced friends get engaged, their relationship gets turned upside down. To put the rules to the test, they will go on the road to the Hamptons to crash the biggest party of the year where love triangles collide and off-the-wall mayhem ensues.",216138,3.9,23.0,"35,10749",false,2014-04-04,"[{'name': 'Thinkfactory Media', 'id': 30584}]",posters\157777.jpg
160124,"10,000 Black Men Named George","In the 1920s, the rights of American workers to join a labor union was still considered an open question, and African-Americans were routinely denied their civil and economic rights.  10,000 Black Men Named George, the title, refers to the fact Pullman porters were often called \"George\" by white passengers, which was considered a racial slur.",150871,0.0,0.0,"",false,2002-02-24,[],posters\160124.jpg
147194,"10,000 Days","10,000 Days ago, Comet 23 struck Earth with the magnitude of all the nuclear weapons in the world sending the planet into a deep freeze. Now, 27 years in the future, those who survived are locked in an epic battle of life or death.",293082,3.0,4.0,878,false,2014-11-23,"[{'name': 'Bahr Productions Inc.', 'id': 33199}]",posters\147194.jpg
59333,100 Rifles,"When half-breed Indian Yaqui Joe robs an Arizona bank, he is pursued by dogged lawman Lyedecker. Fleeing to Mexico, Joe is imprisoned by General Verdugo, who is waging a war against the Yaqui Indians. When Lyedecker attempts to intervene, he is thrown into prison as well. Working together, the two escape and take refuge in the hills, where Lyedecker meets beautiful Yaqui freedom fighter Sarita and begins to question his allegiances.",37308,5.5,24.0,"12,28,37,10752",false,1969-03-26,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Marvin Schwartz Productions', 'id': 8425}]",posters\59333.jpg
149713,100 Yen: The Japanese Arcade Experience,"Imagine a world where video games reign supreme. Five story buildings filled with arcade cabinets, old and new, inundate the streets. Welcome to downtown Tokyo, Japan. A place where the arcades of the 80s and 90s not only still exist, but thrive and have evolved into an elaborate, unmatchable gaming experience. 100 Yen is a historical documentary about the evolution of arcades and the culture surrounding it - from the birth of arcades to the game centers that still thrive today. With a predominant focus on the three major arcade genres, Shooting games, Fighting games and Rhythm games, 100 Yen explores the culture and evolution of arcades through the past and present. Featuring interviews with industry professionals, game programmers and designers, casual gamers and gaming icons from Japan, Canada, and the USA.",173056,4.8,5.0,99,false,2012-08-30,"[{'name': 'Strata Studios', 'id': 43384}]",posters\149713.jpg
150939,100% Love,Balu (Naga Chaitanya) is a brilliant student and always tops his class. Maha Lakshmi (Tamanna) is maradalu of Balu and she comes from village and stays in Balu’s house to do her graduation in the same college. Balu has the typical ego possessed by state rankers and he is obsessed by it. His studies get disturbed with the entry to Maha Lakshmi as she starts dominating him over a period of time. This leads to differences and ego clashes between Balu and Maha Lakshmi. There is also a subplot of two separated grand parents. The rest of the story is all about how Balu and Mahalakshmi realise that they are made for each other.,63378,5.4,9.0,"35,18,10749",false,2011-05-06,[],posters\150939.jpg
125886,1000 Journals,"Director Andrea Kreuzhage documents the 1000 Journals Project, an ongoing collaborative experiment, created by Nathan Blaney who attempts to follow 1000 journals throughout their travels. The goal of the project is to provide a method for interaction and shared creativity among friends and strangers.",239123,8.0,1.0,"",false,2007-11-01,[],posters\125886.jpg
119846,101 Dalmatians II: Patch's London Adventure,"Being one of 101 takes its toll on Patch, who doesn't feel unique. When he's accidentally left behind on moving day, he meets his idol, Thunderbolt, who enlists him on a publicity campaign.",13654,5.7,231.0,"16,10751",false,2003-01-21,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Walt Disney Television Animation', 'id': 3475}]",posters\119846.jpg
145230,11 Minutes,The lives of urbanites intertwine in a world where anything can happen at any time.,314371,5.9,15.0,"18,53",false,2015-09-02,"[{'name': 'Element Pictures', 'id': 3353}, {'name': 'Skopia Film', 'id': 6265}]",posters\145230.jpg
139413,13 Eerie,"Six ambitious forensic undergrads are pitted against one another on a scientific expedition to a remote island, vying to win an esteemed trainee position with the FBI. Unbeknownst to them, the site was formerly used as an illegal biological testing ground for life-term criminals who were then left for dead. The arrival of the students disturbs the resting place, unleashing a pack of zombie criminal convicts who systematically hunt them down, one by one.",122369,4.4,37.0,"27,53",false,2013-04-02,"[{'name': 'Don Carmody Productions', 'id': 4253}, {'name': 'Minds Eye Entertainment', 'id': 8583}]",posters\139413.jpg
8861,1492: Conquest of Paradise,1492: Conquest of Paradise depicts Christopher Columbus’ discovery of The New World and his effect on the indigenous people.,1492,6.1,180.0,"28,12,18,36",false,1992-10-09,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Gaumont', 'id': 9}, {'name': 'France 3 Cinéma', 'id': 591}, {'name': 'ABC Pictures', 'id': 634}, {'name': 'Légende Entreprises', 'id': 10898}, {'name': 'Due West', 'id': 10899}, {'name': 'Cyrkfilms', 'id': 10900}, {'name': 'Ministère de la Culture', 'id': 10901}, {'name': 'Spanish Ministry of Culture', 'id': 10902}]",posters\8861.jpg
4134,15 Minutes,"When Eastern European criminals Oleg and Emil come to New York City to pick up their share of a heist score, Oleg steals a video camera and starts filming their activities, both legal and illegal. When they learn how the American media circus can make a remorseless killer look like the victim and make them rich, they target media-savvy NYPD Homicide Detective Eddie Flemming and media-naive FDNY Fire Marshal Jordy Warsaw, the cops investigating their murder and torching of their former criminal partner, filming everything to sell to the local tabloid TV show \"Top Story.\"",2749,5.7,194.0,"28,80,53",false,2001-03-01,"[{'name': 'New Line Cinema', 'id': 12}, {'name': 'Industry Entertainment', 'id': 376}, {'name': 'Tribeca Productions', 'id': 11391}, {'name': 'New Redemption Pictures', 'id': 67171}]",posters\4134.jpg
98085,1911,"At the beginning of the 20th century, China is in a state of crisis. The country is split into warring factions, the citizens are starving, and recent political reforms have made matters worse, not better. The ruling Qing Dynasty, led by a seven-year-old emperor, and his ruthless mother, Empress Dowager Longyu is completely out of touch after 250 years of unquestioned power. Huang Xing has recently returned from Japan, where he has studied the art of modern warfare. When he finds his country falling apart, he feels he has no choice but to pick up the sword.",76349,5.0,41.0,"12,18,28,36,10752",false,2011-07-03,"[{'name': 'Variance Films', 'id': 15071}]",posters\98085.jpg
132462,1915,"Exactly 100 years after the Armenian Genocide, a theatre director stages a play to bring the ghosts of the past back to life.",332286,6.0,1.0,"36,18",false,2015-04-17,[],posters\132462.jpg
7063,1941,"It's been six days since the attack on Pearl Harbor. Panic grips California, supposedly the next target of the Japanese forces. Everywhere in California, people are suffering from war nerves. Chaos erupts all over the state. An Army Air Corps Captain, a civilian with a deranged sense of Nationalism, civilian defenders, and a Motor Pool crew all end up chasing a Japanese sub planning to attack LA.",11519,5.6,145.0,"28,35",false,1979-12-13,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Universal Pictures', 'id': 33}, {'name': 'A-Team', 'id': 6128}]",posters\7063.jpg
113238,1971,"Forty years before WikiLeaks and the NSA scandal, there was Media, Pennsylvania. In 1971, eight activists plotted an intricate break-in to the local FBI offices to leak stolen documents and expose the illegal surveillance of ordinary Americans in an era of anti-war activism. In this riveting heist story, the perpetrators reveal themselves for the first time, reflecting on their actions and raising broader questions surrounding security leaks in activism today.",261855,7.7,3.0,"99,36",false,2014-04-18,[],posters\113238.jpg
61301,1984,"In a totalitarian future society, a man whose daily work is rewriting history tries to rebel by falling in love.",1984,7.0,23.0,"18,878",false,1956-03-06,"[{'name': 'Columbia Pictures Corporation', 'id': 441}, {'name': 'Holiday Film Productions Ltd.', 'id': 76206}]",posters\61301.jpg
116674,1½ Knights - In Search of the Ravishing Princess Herzelinde,"The story of Lanze who is in love with the princess. One day the princess is kidnapped by the Dark Knight and Lanze starts his journey to rescue her. But he is not alone because Erdal, a turk, joins him on his journey.",9510,4.5,45.0,"12,35",false,2008-12-17,"[{'name': 'SevenPictures', 'id': 331}, {'name': 'barefoot films', 'id': 1989}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Lionheart Entertainment', 'id': 13334}]",posters\116674.jpg
61569,"20,000 Leagues Under the Sea","Captain Nemo has built a fantastic submarine for his mission of revenge. He has traveled over 20,000 leagues in search of Charles Denver - a man who caused the death of Princess Daaker. Seeing what he had done, Denver took the daughter to his yacht and sailed away.",30266,6.0,7.0,"12,18,28,878",false,1916-12-24,"[{'name': 'The Universal Film Mfg. Co.', 'id': 5679}]",posters\61569.jpg
124881,2012: Ice Age,Tells the story of a man trying to get his family to safety after a glacier causes havoc in New York.,59722,3.8,84.0,"28,12,878",false,2011-06-27,[],posters\124881.jpg
133121,2047: Sights of Death,"The year is 2047.  Our planet is ruled by the repressive Confederate Central Government (CCG).  Ryan is a Green War rebel agent sent on a mission by Sponge to collect evidence against the CCG for its heinous crimes. Ryan soon faces the sinister Colonel Asimov, Major Anderson and a group of mercenaries lead by Lobo. His mission quickly turns chaotic when he meets Tuage, a mutant survivor of the CCG rebellion who swears to help Ryan save what is left of their world … or does she?",277399,2.4,18.0,"28,53,878",false,2014-06-13,"[{'name': 'Ambi Pictures', 'id': 27753}, {'name': 'Monika Bacardi', 'id': 37517}, {'name': 'Red New Line', 'id': 37518}]",posters\133121.jpg
162986,20th Century Boys - Chapter 2: The Last Hope,"Set 15 years after \"Twentieth Century Boys,\" Kanna (Airi Taira) reunites with several main characters from the first film in an attempt to stop Friend's increasing influence over the world and continued plans to eliminate humanity, as detailed in the New Book of Prophecy.",25114,6.7,15.0,"878,12,9648",false,2009-01-30,"[{'name': 'Toho Company', 'id': 882}]",posters\162986.jpg
92829,21 Jump Street,"In high school, Schmidt was a dork and Jenko was the popular jock. After graduation, both of them joined the police force and ended up as partners riding bicycles in the city park. Since they are young and look like high school students, they are assigned to an undercover unit to infiltrate a drug ring that is supplying high school students synthetic drugs.",64688,6.7,4151.0,"28,35,80",false,2012-03-12,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Original Film', 'id': 333}, {'name': 'Stephen J. Cannell Productions', 'id': 5585}, {'name': 'Relativity Media', 'id': 7295}, {'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]",posters\92829.jpg
5470,24 Hour Party People,"In 1976, Tony Wilson sets up Factory Records and brings Manchester's music to the world.",2750,6.8,109.0,"35,18",false,2002-02-13,"[{'name': 'United Artists', 'id': 60}, {'name': 'Revolution Films', 'id': 163}, {'name': 'The Film Consortium', 'id': 1218}, {'name': 'Baby Cow Productions', 'id': 1219}, {'name': 'UK Film Council', 'id': 2452}, {'name': 'Pathé', 'id': 7981}, {'name': 'Film4', 'id': 9349}]",posters\5470.jpg
139978,29th and Gay,"Following a year in the life of James Sanchez, it's a story about a guy rapidly approaching thirty, who doesn't have a six-pack, full head of hair or a boyfriend. While his best friend Roxy, an actress-turned-activist, struggles with showing him there's life beyond the glitz of the disco ball, his other friend, Brandon, one of those gay boys comfortable in his own gay skin, works on getting James to at least talk to a boy. Feeling out of place in the world of circuit boys, caught between his Hispanic-American heritage and being gay, we watch James find his place in the world, realizing that life is in the journey, not the destination.",23427,5.0,2.0,35,false,2005-01-01,"[{'name': 'TLA Releasing', 'id': 328}]",posters\139978.jpg
79083,2:13,"A police profiler has just returned from psychiatric leave only to find that he is caught up in a serial killer's rampage. Fighting to keep buried the trauma of his childhood, he must confront the all too-familiar flesh masks that the killer leaves on the faces of his victims. He must face his own demons along with the killer to save his small eroding existence.",39303,4.6,10.0,"27,53,9648",false,2009-04-25,"[{'name': 'Anthem Pictures', 'id': 23818}, {'name': \"It's An Us Thing Productions Inc.\", 'id': 23819}]",posters\79083.jpg
174497,3 A.M,"3 A.M. is a 2014 Hindi musical horror directed by Vishal Mahadkar, the film stars Rannvijay Singh, Anindita Nayar, Salil Acharya and Kavin Dave in lead roles.Amit sahani is an investment banker, single and ready to mingle. Mala is a free spirit who takes life as it comes.",298787,2.7,3.0,"53,27",false,2014-09-26,"[{'name': 'Vision Productions Ltd', 'id': 36123}, {'name': 'Handprint Pictures and Essel', 'id': 36124}]",posters\174497.jpg
56786,3 Bad Men,Three outlaws come to the aid of a young girl after her father is killed. A silent film directed by John Ford.,32716,7.3,8.0,"10749,37",false,1926-08-28,"[{'name': 'Fox Film Corporation', 'id': 5488}]",posters\56786.jpg
78986,3 Needles,"A three-paneled look at the worldwide AIDS crisis: in Montreal, a porn actor (Ashmore) schemes to pass his mandatory blood test; a young nun (Sevigny) makes a personal sacrifice for the benefit of a South African village; in rural China, a black market operative (Liu) posing as a goverment-sanctioned blood drawer jeopardizes an entire village's safety",18166,0.0,0.0,18,false,2005-09-09,[],posters\78986.jpg
3290,3 Strikes,"Brian Hooks plays a character who is just released from jail. And the state adopts a \"3 strikes\" rule for felons that involves serious penalties. Hooks has 2 strikes, and wants to change his life for the better. When a friend picks him up, they are pulled over, and his friend shoots at police officers, and Hooks escapes. Now Hooks, a wanted man, must clear his name of having nothing to do with the shooting.",47816,5.9,15.0,"28,35,10749",false,2000-03-01,[],posters\3290.jpg
139988,3-Day Weekend,"Long-term couple Simon and Jason, along with daddy-ish Cooper and his boy du jour, escape to a mountain cabin for a three-day weekend away from their hectic city lives. Looking to spice up this long-standing tradition, they add a special twist to this years retreat - each of them must invite one attractive single friend to their mountain getaway.",19369,3.6,5.0,18,false,2008-06-03,"[{'name': 'TLA Releasing', 'id': 328}, {'name': 'Guest House Films', 'id': 3598}]",posters\139988.jpg
142222,30 Days Until I'm Famous,A Latina working in Los Angeles as a messenger is randomly discovered and fashioned into a pop music star.,19294,5.8,2.0,"35,18,10749",false,2004-05-07,[],posters\142222.jpg
26047,36 Hours,"Germans kidnap an American major and try to convince him that World War II is over, so that they can get details about the Allied invasion of Europe out of him.",37684,6.9,19.0,"18,53",false,1964-11-26,"[{'name': 'Cherokee Productions', 'id': 2418}, {'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}, {'name': 'Perlberg-Seaton Productions', 'id': 60981}]",posters\26047.jpg
146250,38 Parrots,"Parrot, Monkey and Elephant are excited to understand how long their friend Boa is. They finally arrive to the result, though it is measured in quite a strange fashion.",79853,5.9,7.0,"16,10751",false,1976-07-13,[],posters\146250.jpg
130694,3:15,Violent crime is routine. Organized drug trade runs rampant in the face of powerless authority. And a vicious street gang holds dominion with a savage reign of terror. Welcome to Lincoln High! Here the cobras rule the school and everyone in it. Everyone except for Jeff Hanna.,26447,6.0,2.0,"28,80,53",false,1985-01-31,"[{'name': 'Romax', 'id': 4513}, {'name': 'Wescom', 'id': 4515}]",posters\130694.jpg
168940,4.1 Miles,A coast guard captain on a small Greek island is suddenly charged with saving thousands of refugees from drowning at sea.,422960,7.8,5.0,99,false,2016-09-28,"[{'name': 'op-docs', 'id': 82786}]",posters\168940.jpg
153346,404: Error Not Found,A brilliant student starts hallucinating after moving into a room that was occupied by another who committed suicide.,71481,5.2,3.0,"18,9648,53",false,2011-05-20,[],posters\153346.jpg
142434,4Got10,"Brian Barnes (Johnny Messner) wakes up in the desert wounded and with no memory and no idea why he's surrounded by eight bodies, a van with four million in cash and a van full of cocaine. Brian is pursued by not only notorious drug lord Danny Perez (Danny Trejo) who desperately want his money back, and DEA Agent Rooker (Dolph Lundgren), but also a by the corrupt Sheriff Olson (Michael Pare) who will stop at nothing to get his hand on the new found fortune. On the run, Brian discovers the more he remembers the less he wants to know about who he really is.",362046,4.3,17.0,"37,28,53",false,2015-09-11,"[{'name': 'Status Media & Entertainment', 'id': 35396}, {'name': 'Puppy Entertainment', 'id': 63430}]",posters\142434.jpg
64285,5 Centimeters per Second,"Takaki and Akari are two classmates in elementary school. During their time together they have become close friends. Their relationship is tested when Akari moves to another city because of her parents' jobs. Both of them struggle to keep their friendship alive, as time and distance slowly pulls them apart. When Takaki finds out that he is moving further away, he decides to visit Akari one last time.",38142,7.3,403.0,"16,18,10749",false,2007-03-03,"[{'name': 'CoMix Wave', 'id': 3756}]",posters\64285.jpg
134013,5 Flights Up,A long-time married couple who've spent their lives together in the same New York apartment become overwhelmed by personal and real estate-related issues when they plan to move away.,286521,5.9,92.0,18,false,2014-09-05,"[{'name': 'Revelations Entertainment', 'id': 906}, {'name': 'Lascaux Films', 'id': 30997}, {'name': 'Latitude Productions', 'id': 30998}]",posters\134013.jpg
173883,50 Kilos of Sour Cherry,"When the corrupted groom starts shooting in the wedding ceremony, guests try to run away. Aida and Davoud accidentally end up in a car that crashes a police car. Aida lies to the inspector that Davoud is her husband and that's where the story begins.",461088,0.0,0.0,"10751,18,35",false,2016-03-22,[],posters\173883.jpg
71535,5th Day of Peace,"Two German deserting soldiers, Ens. Bruno Grauber (Franco Nero) and Cpl. Reiner Schultz (Larry Aubrey) are trying to avoid capture by the Canadian and Yugoslavian armies entering Auschwitz at the end of World War II. They are captured. Their fellow German prisoners of war, led by von Bleicher, discover that they are deserters. They are put through a formal trial for cowardice organised by von Bleicher. They are sentenced to death on the \"fifth day of peace\". A Canadian General, Snow, persuades (but does not command) the Canadian officer in charge of the prisoner of war camp, Captain Miller, to allow the execution to be carried out for the higher purpose of preserving army discipline. He also motivates Miller with a promotion to Major.",54154,4.5,2.0,"18,10752",false,1970-09-09,"[{'name': 'Jadran Film', 'id': 168}, {'name': 'Clesi Cinematografica', 'id': 1496}]",posters\71535.jpg
5770,8 Mile,"The setting is Detroit in 1995. The city is divided by 8 Mile, a road that splits the town in half along racial lines. A young white rapper, Jimmy \"B-Rabbit\" Smith Jr. summons strength within himself to cross over these arbitrary boundaries to fulfill his dream of success in hip hop. With his pal Future and the three one third in place, all he has to do is not choke.",65,6.8,1676.0,18,false,2002-11-08,"[{'name': 'Imagine Entertainment', 'id': 23}, {'name': 'Mikona Productions GmbH & Co. KG', 'id': 24}]",posters\5770.jpg
157783,80 Minutes,80 minutes to live or die. Alex got injected with a high tech poison by his creditor and put on a time clock to pay his debt back in 1 hour and 20 minutes. Will he make it or even further will he stay loyal to his friends and relatives under a pressure like running out of time?,15068,4.5,4.0,"28,53,80",false,2008-09-02,[],posters\157783.jpg
