id,title,overview,tmdbId,vote_average,vote_count,genres,adult,release_date,production_companies,poster_path
69708,'Neath the Arizona Skies,"Chris Morrell, the guardian of half-Indian girl Nina, is helping her find her missing white father. so she can cash in on her late mother's oil lease. Outlaw Sam Black is after the girl and her father as well. Besides dealing with the Black gang, Morrell has to find another robber, Jim Moore, who switches clothes with him after he finds Chris unconscious from a fight with Sam Black. Along the way, he meets a lady who's the sister of Jim Moore, another bad hombre who's in cahoots with Jim Moore, and an old friend who takes in Nina and helps Chris locate Nina's father and fight off the various desperadoes",53830,3.7,9.0,"28,37",false,1934-12-05,"[{'name': 'Lone Star Production', 'id': 4114}, {'name': 'Monogram Pictures', 'id': 4395}]",posters\69708.jpg
158938,(Dis)Honesty: The Truth About Lies,A documentary about why people lie. Includes profiles with famous liars.,329750,6.8,21.0,99,false,2015-05-22,"[{'name': 'Salty Features', 'id': 57094}]",posters\158938.jpg
169860,1 Mile to You,"After a teenager's friends die in an accident, he finds running allows him to remember them perfectly. Running, however, also brings him notoriety. He is caught between keeping the past alive and making new memories in the present.",342472,6.7,29.0,"18,10749",false,2017-04-07,"[{'name': 'Ingenious Media', 'id': 290}, {'name': 'WeatherVane Productions', 'id': 53243}, {'name': 'Culmination Productions', 'id': 86523}, {'name': 'Cinema Revival', 'id': 89203}, {'name': 'LATS Productions', 'id': 89204}]",posters\169860.jpg
132408,100 Degrees Below Zero,"After freak climate and weather events destroy the world around them, a group of rogue scientists attempt to reverse the deadly new ice age.",182228,3.6,23.0,"28,878",false,2013-03-29,"[{'name': 'The Asylum', 'id': 1311}, {'name': 'The Global Asylum', 'id': 1371}, {'name': 'Next Station Productions', 'id': 9030}, {'name': 'The Institution', 'id': 14290}]",posters\132408.jpg
146402,100 grams for Bravery,A very shy man takes 100 grams of vodka and... adventures begin.,77720,4.0,2.0,35,false,1976-01-01,"[{'name': 'Mosfilm', 'id': 5120}]",posters\146402.jpg
167634,11 Minutes Ago,"Traveling in 11-minute increments, a time-tumbler from 48-years in the future spends two years of his life weaving through a two-hour wedding reception.",86556,4.3,3.0,"18,878,10749",false,2007-04-26,[],posters\167634.jpg
108510,11.6,"In November 2009, French security van driver Toni Musulin (François Cluzet) makes off with nearly 12 million euros, then turns himself over to the authorities a week later.",182246,5.7,45.0,"53,18",false,2013-04-03,"[{'name': 'Wild Bunch Distribution', 'id': 15308}]",posters\108510.jpg
173793,12 Feet Deep,"Inspired by true events, two sisters are trapped under the fiberglass cover of an Olympic sized public pool and must brave the cold and each other to survive the harrowing night.",459928,5.1,62.0,53,false,2016-01-01,"[{'name': 'Citizen Skull Productions', 'id': 90970}]",posters\173793.jpg
154692,12 Paces without a Head,"The era of the feared sea pirates Klaus Störtebeker and Gödeke Michels is coming to an end. After a long period with no booty at last a bulging ship appears on the horizon. However, Störtebeker is badly wounded in the attempted capture and the pirates suffer ignominious defeat. Not only their ship is down the drain - Störtebeker himself is suddenly plagued by anxiety and doubt about his very existence as a pirate. He is drawn to the beautiful country girl Bille, while Michels gets rebuffed by the friesian princess Okka. In the very moment that the crew have mutinied and co-captain Michels is literally at the end of his tether, they discover on board their ramshackle old tub a most unique wonder weapon. Glory days are quickly revived - until the mighty Hanse consolidate their power and weaponry and go to war against the pirates. Störtebeker and Michels are forced to decide: To live as a farmer or to die as a pirate.",47845,7.2,9.0,35,false,2009-12-10,"[{'name': 'Magnolia Filmproduktion', 'id': 2169}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Wüste Film', 'id': 67261}]",posters\154692.jpg
81085,127 Hours,The true story of mountain climber Aron Ralston's remarkable adventure to save himself after a fallen boulder crashes on his arm and traps him in an isolated canyon in Utah.,44115,7.0,2668.0,"12,18,53",false,2010-11-05,"[{'name': 'Fox Searchlight Pictures', 'id': 43}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Cloud Eight Films', 'id': 6708}, {'name': 'Pathé', 'id': 7981}, {'name': 'Film4', 'id': 9349}, {'name': 'Everest Entertainment', 'id': 10892}, {'name': 'HandMade Films', 'id': 20076}]",posters\81085.jpg
110850,13 Frightened Girls,"While attending a Swiss school for diplomats' daughters, the teenage daughter of the American ambassador uses her access to various embassies to engage in espionage.",61221,6.2,7.0,"12,35,53",false,1963-09-11,"[{'name': 'William Castle Productions', 'id': 10324}]",posters\110850.jpg
