id,title,overview,tmdbId,vote_average,vote_count,genres,adult,release_date,production_companies,poster_path
69406,(500) Days of Summer,"Tom (Joseph Gordon-Levitt), greeting-card writer and hopeless romantic, is caught completely off-guard when his girlfriend, Summer (Zooey Deschanel), suddenly dumps him. He reflects on their 500 days together to try to figure out where their love affair went sour, and in doing so, Tom rediscovers his true passions in life.",19913,7.2,2993.0,"35,18,10749",false,2009-07-17,"[{'name': 'Fox Searchlight Pictures', 'id': 43}, {'name': 'Watermark', 'id': 4364}, {'name': 'Dune Entertainment III', 'id': 6332}]",posters\69406.jpg
3387,...And Justice for All,"An ethical Baltimore defense lawyer disgusted with rampant legal corruption is asked to defend a judge he despises in a rape trial. But if he doesn't do it, the judge will have him disbarred.",17443,7.1,118.0,"80,18,9648,53",false,1979-10-19,"[{'name': 'Columbia Pictures Corporation', 'id': 441}]",posters\3387.jpg
140098,009-1: The End of the Beginning,"Marking the 75th anniversary of his birth, Shotaro Ishinomori's classic spy heroine manga \"009-1\" has been adapted into a live-action motion picture for the first time ever.",259300,3.5,3.0,"28,878",false,2013-09-07,"[{'name': 'Ishinomori Productions', 'id': 8670}]",posters\140098.jpg
6618,10,A Hollywood songwriter goes through a mid-life crisis and becomes infatuated with a sexy blonde newlywed.,9051,5.4,69.0,"35,10749",false,1979-10-04,"[{'name': 'Orion Pictures Corporation', 'id': 14150}, {'name': 'Geoffrey Productions', 'id': 15152}]",posters\6618.jpg
169522,10 Days in a Madhouse,"Nellie Bly, a 23 year-old reporter for Joseph Pulitzer, goes undercover in the notorious Blackwell's Island women's insane asylum in order to expose corruption, abuse and murder.",345003,4.3,5.0,18,false,2015-11-20,[],posters\169522.jpg
7943,10 Rillington Place,"The story of British serial killer John Christie, who committed most or all of his crimes in the titular terraced house, and the miscarriage of justice involving Timothy Evans.",26234,6.9,45.0,"80,18",false,1971-02-10,"[{'name': 'Columbia Pictures', 'id': 5}, {'name': 'Filmways Pictures', 'id': 1138}, {'name': 'Genesis Productions Ltd.', 'id': 31347}]",posters\7943.jpg
2543,10 Things I Hate About You,"Bianca, a tenth grader, has never gone on a date, but she isn't allowed to go out with boys until her older sister Kat gets a boyfriend. The problem is, Kat rubs nearly everyone the wrong way. But Bianca and the guy she has her eye on, Joey, are eager, so Joey fixes Kat up with Patrick, a new kid in town just bitter enough for Kat.",4951,7.3,1768.0,"35,10749,18",false,1999-03-30,"[{'name': 'Mad Chance', 'id': 1757}, {'name': 'Jaret Entertainment', 'id': 1783}, {'name': 'Touchstone Pictures', 'id': 9195}]",posters\2543.jpg
61248,100 Feet,"After Marnie Watson kills her abusive husband in self-defense, she is condemned to house arrest... only to discover that the house is possessed by the enraged and violent spirit of her dead husband.",14098,5.6,96.0,"27,53",false,2008-07-22,"[{'name': 'Blue Rider Pictures', 'id': 2623}, {'name': '100 Feet Productions', 'id': 2881}, {'name': 'Laurinfilm', 'id': 7733}, {'name': 'New Deal Studios', 'id': 24445}, {'name': 'Film Visions Funding', 'id': 24446}, {'name': 'Grand Illusions Entertainment', 'id': 24447}]",posters\61248.jpg
149316,12 Dicembre,"On December 12th, 1969 a bomb went off at the Piazza Fontana in Milan that killed 16 people and injured 84. Railway worker and anarchist activist Giuseppe Pinelli was picked up, along with other anarchists, for questioning regarding the attack. He was held and interrogated for three days, longer than Italian law specified that people could be held without seeing a judge. Just before midnight on December 15, 1969 Pinelli was seen to fall to his death from a fourth floor window of the Milan police station. Although officially deemed a suicide, the reporter who watched the fall from the street maintained that he was pushed. Three police officers interrogating Pinelli were put under investigation in 1971 for murder but charges were dropped because of lack of evidence.",48848,0.0,0.0,99,false,1972-01-01,[],posters\149316.jpg
85369,13 Assassins,A bravado period action film set at the end of Japan's feudal era in which a group of unemployed samurai are enlisted to bring down a sadistic lord and prevent him from ascending to the throne and plunging the country into a war-torn future.,58857,7.1,362.0,"12,18,28",false,2010-09-09,"[{'name': 'Toho Company', 'id': 882}, {'name': 'Sedic International', 'id': 7912}]",posters\85369.jpg
