id,title,overview,tmdbId,vote_average,vote_count,genres,adult,release_date,production_companies,poster_path
126935,"$1,000 on the Black","Johnny Liston has just been released from prison where he has wrongly served twelve years for a murder. He returns to Campos, the village of his birth, where the whole town is terrorized by Johnny's brother, Sartana, who has taken Manuela, Johnny's fiancèe to be his lover. With his only friend a mute, Johnny must seize all opportunity to find out why he was framed, who was involved and why he is not welcome. source: SWDB www.spaghetti-western.net",143747,6.0,2.0,37,false,1966-12-18,[],posters\126935.jpg
114238,(Absolutions) Pipilotti's Mistakes,"Precisely edited to the start-stop rhythm of a martial beat and post-punk rock music, Absolutions glories in organized disjunction, juxtaposing images of the artist collapsing to the ground with bursts of wildly scrambled electronic distortion.",292445,0.0,0.0,"",false,1988-01-13,[],posters\114238.jpg
3811,...And God Created Woman,"Juliette Hardy is sexual dynamite, and has the men of a French coastal town panting. But Antoine, the only man who affects her likewise, wouldn't dream of settling down with a woman his friends consider the town tramp.",8420,6.2,43.0,"18,10749",false,1956-11-28,"[{'name': 'Iéna Productions', 'id': 2486}]",posters\3811.jpg
55098,...And the Pursuit of Happiness,"In 1986, Louis Malle, himself a transplant to the United States, set out to investigate the ever-widening range of immigrant experience in America. Interviewing a variety of newcomers (from teachers to astronauts to doctors) in middle- and working-class communities from coast to coast, Malle paints a generous, humane portrait of their individual struggles in an increasingly polyglot nation.",114033,8.3,3.0,99,false,1986-01-01,"[{'name': 'Pretty Mouse Films', 'id': 10623}]",posters\55098.jpg
166293,1. Mai – Helden bei der Arbeit,"An eleven-year-old Turkish boy, two young men from a small town, and a cuckolded policeman from the sticks all find their way to Berlin on May Day, where, in the district of Kreuzberg, emotions come to the boil every year.",8209,2.0,1.0,18,false,2008-02-08,"[{'name': 'teamWorx', 'id': 425}, {'name': 'Frisbeefilms', 'id': 2352}]",posters\166293.jpg
141201,"10,000 Dollars for a Massacre","Django is hunting the bandit Manuel, because there's a price on his head. But when he meets Manuel, he joins his gang instead for a robbery.",95864,6.3,6.0,37,false,1967-03-03,"[{'name': 'Flora Film', 'id': 1501}, {'name': 'Zenith Cinematografica', 'id': 10549}]",posters\141201.jpg
165345,100 Meters,"Based on the incredibly true story of a Spanish man with Multiple Esclorosis who tried to finish an Iron-Man: 3,8km swimming, 180km cycling and 42 running. And he was told that he could not make 100 meters.",402693,7.6,35.0,"35,18",false,2016-11-04,"[{'name': 'Filmax', 'id': 3631}, {'name': 'Castelao Pictures', 'id': 62170}]",posters\165345.jpg
125051,100 Years at the Movies,Commemorates the centennial of American movies with a montage of clips and music scores from the most important movies of the century.,154622,8.0,6.0,99,false,1994-12-31,"[{'name': 'Turner Classic Movies (TCM)', 'id': 10915}]",posters\125051.jpg
6304,101 Reykjavik,"Thirty-year-old Hlynur still lives with his mother and spends his days drinking, watching porn and surfing the net while living off unemployment checks. A girl is interested in him, but he stands back from commitment. His mother's Spanish flamenco teacher, Lola, moves in with them for Christmas. On New Year's Eve, while his mother is away, Hlynur finds out Lola is a lesbian, but also ends up having sex with her. He soon finds out he and his mother are sharing more than a house. Eventually he must find out where he fits into the puzzle, and how to live life less selfishly.",10989,6.7,34.0,"18,35,10749",false,2000-05-31,"[{'name': 'Zentropa Entertainments', 'id': 76}, {'name': 'Liberator Productions', 'id': 11239}, {'name': 'Filmhuset AS', 'id': 17593}, {'name': 'Troika Entertainment GmbH', 'id': 28053}]",posters\6304.jpg
98520,11 Flowers,A coming-of-age story set during China's Cultural Revolution. 11 year old Wang Han finds himself entangled with a fugative and struggles to understand the adult world.,98232,7.3,4.0,18,false,2011-09-11,"[{'name': 'WXS Productions', 'id': 17039}, {'name': 'Chinese Shadows', 'id': 17040}, {'name': 'Full House', 'id': 17041}]",posters\98520.jpg
