id,title,overview,tmdbId,vote_average,vote_count,genres,adult,release_date,production_companies,poster_path
93002,!Women Art Revolution,"Through intimate interviews, provocative art, and rare, historical film and video footage, this feature documentary reveals how art addressing political consequences of discrimination and violence, the Feminist Art Revolution radically transformed the art and culture of our times.",55245,4.3,2.0,99,false,2010-01-01,[],posters\93002.jpg
145242,'Gator Bait,"Desiree lives deep in the swamp and supports herself and her siblings by poaching. Ben and deputy Billy hope to get a little sexual comfort from the \"Cajun swamp rat\" when they catch Desiree trapping 'gators, and give chase. Desiree outsmarts them but Billy accidentally shoots Ben and tells his sheriff dad that Desiree did it. Ben's dad and sons join them in the search party and quickly get out of control. Soon the hunters become the hunted as Desiree exacts her revenge for their violence against her family.",88950,6.5,2.0,"28,53",false,1974-06-01,"[{'name': 'Sebastian Films Limited', 'id': 42610}]",posters\145242.jpg
114087,(A)Sexual,"Facing a sex obsessed culture, a mountain of stereotypes and misconceptions, and a lack of social or scientific research, asexuals - people who experience no sexual attraction - struggle to claim their identity.",147923,5.7,6.0,99,false,2011-01-01,[],posters\114087.jpg
80285,(Untitled),"A fashionable contemporary art gallerist in Chelsea, New York falls for a brooding new music composer in this comic satire of the state of contemporary art.",45261,6.6,16.0,"18,35,10749",false,2009-10-25,[],posters\80285.jpg
107295,+1,"Three college friends go to the biggest party of the year, each looking for something different: love, sex and a simple human connection. When a supernatural phenomenon disrupts the party, it lights a fuse on what will become the strangest night anyone has ever seen. As the three friends struggle to find what they’re looking for, the party quickly descends into a chaos that challenges if they can stay friends or if they can even stay alive.",176068,5.3,91.0,"53,878",false,2013-09-20,"[{'name': 'Process Productions', 'id': 1616}]",posters\107295.jpg
141112,...ing,"Follows the life of a young woman (Min-ah) who has become reserved and indifferent to the world as a result of her chronic illness/deformed hand and quietly portrays the unconventional, yet endearing relationship between mother and daughter as well as the development of Min-ah as she is befriended by the high spirited and carefree photographer Young-jae who moves into their apartment complex.",41091,6.6,17.0,"18,10749",false,2003-11-28,"[{'name': 'Tube Entertainment', 'id': 2931}]",posters\141112.jpg
173677,1 Night,"Thirty-something Elizabeth must decide whether to salvage her disappointing relationship with Drew. Meanwhile, Bea, a worrisome teenager, reconnects with her introverted childhood friend, Andy, at their high school prom. Past and present collide as two couples explore love over the course of one night at a hotel.",416691,6.2,30.0,"18,10749",false,2017-02-10,"[{'name': 'Sorrento Productions', 'id': 74954}, {'name': 'Meridian Content', 'id': 82475}, {'name': 'Canosa Productions', 'id': 86407}]",posters\173677.jpg
878,1-900,"Sarah, 30, single, well educated, likes art, places a voice ad for phone sex, inviting replies from men under 35, sturdy and sensual. Wilbert, a chubby middle aged architect, leaves a message that he is Thomas, 32 and well formed. A week later, she phones. She likes his voice, he likes her laugh, so once a week she phones him (he's not to know her last name, where she lives, or her number). Portraits emerge of humor and sadness. He presses for details of her life and tells her about his work; she wants these Thursday calls to be fantasy and release, separate from the rest of who she is. The film dramatizes these tensions of lies and truth, connection and distance. Written by",101230,5.0,1.0,"",false,1994-09-01,[],posters\878.jpg
148904,100 Days with Mr. Arrogant,"After being dumped by her boyfriend just before their 100 day anniversary, Ha-Young, meets a college guy named Hyung-Joon when she accidentally kicks a can that hits him in the face and causes him to scratch his Lexus. He demands she pay him $3000 on the spot. She escapes from him, leaving her wallet behind.Hyung-Joon stalks her, demanding money to pay for his car. Since she is a poor high school student Hyung-Joon writes up a \"Enslavement Agreement\" for Ha-Young in order to pay for the damage to his car. Ha-Young is thrown into a nightmarish slave life for 100 days, cleaning his house, running his errands, doing his homework and cleaning his car.By accident she finds out that the damage to Hyung-Joon's car only costs $10! She then takes her revenge. However, before she knows it Hyung-Joon shows up at her house as her new tutor! He once again takes advantage of her, but soon Ha-Young finds herself falling head over heels for Hyung-Joon.",16632,6.1,30.0,"35,10749",false,2004-01-16,[],posters\148904.jpg
7445,100 Girls,"This sexy, teen-comedy is about a freshman, Matthew, at college who meets his dream girl in a dorm elevator during a blackout. He never sees her face, but instantly falls in love. In the morning, the power is restored, but the \"dream girl\" has vanished. All Matthew knows is that she lives in an all-girls dorm. He sets out on a semester-long journey to find his mystery girl amongst a hundred female suspects. Could it be Wendy? Dora? Arlene? Patty? Cynthia? Or the 95 other girls, any of whom could have been in that elevator with Matthew.",10035,5.6,119.0,"35,18,10749",false,2000-09-01,"[{'name': 'Dream Entertainment', 'id': 1630}]",posters\7445.jpg
55050,10th & Wolf,"A former street tough returns to his Philadelphia home after a stint in the military. Back on his home turf, he once again finds himself tangling with the mob boss who was instrumental in his going off to be a soldier.",13197,6.3,26.0,"28,80,18,9648,53",false,2006-02-19,"[{'name': 'Thinkfilm', 'id': 446}]",posters\55050.jpg
33270,11 Harrowhouse,"A small time diamond merchant jumps at the chance to supervise the purchase and cutting of a large first class diamond. But when the diamond is stolen from him, he is blackmailed into pulling off a major heist at the Diamond Exchange, located at 11 Harrowhouse.",42268,6.8,4.0,"18,28,35,80",false,1974-09-26,"[{'name': 'Twentieth Century Fox Film Corporation', 'id': 306}, {'name': 'Elliott Kastner Productions', 'id': 14391}]",posters\33270.jpg
7725,11'09''01 - September 11,11 directors show their view on the terrorist attacks on the world trade center in New York.,1926,6.1,24.0,18,false,2002-09-04,"[{'name': 'Galatée Films', 'id': 793}]",posters\7725.jpg
135240,12 Days of Christmas Eve,"Calvin Carter, a successful business executive, has it all, but neglects those closest to him. On Christmas Eve, all that changes when the sign on his office building falls on him. He awakes in a hospital bed, attended to by Angie, a nurse who soon lets him know he has 12 days (12 chances) to get his act together and achieve the \"perfect\" Christmas Eve. If he doesn't, there will be dire consequences.",59700,5.0,5.0,"10770,10751,14,35,18",false,2004-12-07,"[{'name': 'Alberta Film Entertainment', 'id': 3997}]",posters\135240.jpg
66718,13B: Fear Has a New Address,"Manohar, an upwardly mobile middle class Indian moves into a new apartment -13B on the 13th floor with his family. From the first day in their new home, the women are hooked on to a new TV show 'Sab Khairiyat'. The show is about a family eerily similar to theirs who have also just moved into a new house. As the TV show unfolds, all the incidents that happen in the show start happening to them.",19950,5.7,16.0,"18,9648,27,53",false,2009-03-06,"[{'name': 'Reliance Big Pictures', 'id': 6583}]",posters\66718.jpg
81029,13Hrs,"Sarah Tyler returns to her troubled family home in the isolated countryside, for a much put-off visit. As a storm rages outside, Sarah, her family and friends shore up for the night, cut off from the outside world. But something comes out of the driving rain and darkness. Something that holds a dark secret so devastating that, in one night, it could wipe out the entire family.",48015,4.5,18.0,"27,28",false,2010-08-28,"[{'name': 'Eyeline Productions', 'id': 10929}]",posters\81029.jpg
26299,1900,"Set in Bertolucci's ancestral region of Emilia, the film chronicles the lives of two men during the political turmoils that took place in Italy in the first half on the 20th century.",3870,7.5,84.0,"18,36,10749",false,1976-09-03,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'United Artists', 'id': 60}, {'name': 'Les Productions Artistes Associés', 'id': 64}, {'name': 'Artemis Film', 'id': 1521}, {'name': 'Produzioni Europee Associati (PEA)', 'id': 7508}]",posters\26299.jpg
103279,2 Guns,A DEA agent and an undercover Naval Intelligence officer who have been tasked with investigating one another find they have been set up by the mob -- the very organization the two men believe they have been stealing money from.,136400,6.6,1611.0,"28,35,80",false,2013-08-02,"[{'name': 'Universal Studios', 'id': 13}, {'name': 'Marc Platt Productions', 'id': 2527}, {'name': 'Emmett/Furla Films', 'id': 10405}, {'name': 'Envision Entertainment Corporation', 'id': 11030}]",posters\103279.jpg
102356,20 Feet from Stardom,"Backup singers live in a world that lies just beyond the spotlight. Their voices bring harmony to the biggest bands in popular music, but we've had no idea who these singers are or what lives they lead, until now.",159014,7.4,85.0,"99,10402",false,2013-06-14,"[{'name': 'Tremolo Productions', 'id': 58637}]",posters\102356.jpg
