id,title,overview,tmdbId,vote_average,vote_count,genres,adult,release_date,production_companies,poster_path
73991,$9.99,"Have you ever wondered \"What is the meaning of life? Why do we exist?\" The answer to this vexing question is now within your reach! You'll find it in a small yet amazing booklet, which will explain, in easy to follow, simple terms your reason for being! The booklet, printed on the finest paper, contains illuminating, exquisite colour pictures, and could be yours for a mere $9.99.",19311,6.0,28.0,"16,18",false,2008-09-04,"[{'name': 'Australian Film Finance Corporation', 'id': 1380}]",posters\73991.jpg
154458,'Til Madness Do Us Part,Director Wang Bing casts an understanding and non-judgmental eye on the inmates of a decrepit Chinese mental hospital in this eloquent and emotionally impactful documentary.,214775,6.8,6.0,99,false,2013-09-05,[],posters\154458.jpg
3081,"'night, Mother","It happened in 1983. It was a rare and remarkable theatrical experience. Controversial. Provocative. And shocking. Now, two Academy Award-winning actresses make the Pulitzer Prize-winning play the motion picture event of the year. What would you do if someone you loved sat down with you one night and calmly told you that they were going to end their life before morning?",34760,5.8,6.0,18,false,1986-09-12,[],posters\3081.jpg
56599,.45,"Kate and her brutish boyfriend Big Al sell handguns on the streets of New York. She's smart, stylish, and self-confident, but all that leaves her when Al, in a jealous and self-indulgent rage, beats her. Three friends encourage her recovery: Vic, a woman who would like to be Kate's lover; Reilly, who runs with Al but also is attracted to Kate and repulsed by Al's violence; and, Liz, the counselor assigned to Kate from a battered-women's program. Vic and Reilly talk about killing Al, Liz gives pep talks; Kate remains frightened. Will Al's menace and Kate's dependency hold sway?",14062,5.2,49.0,"18,80,53",false,2006-11-30,"[{'name': 'Media Talent Group', 'id': 3490}, {'name': 'Möbius Entertainment', 'id': 21869}]",posters\56599.jpg
97692,10 Years,A group of friends reunite ten years after their high-school graduation.,58547,5.7,161.0,"35,18",false,2011-09-12,"[{'name': 'Anchor Bay Films', 'id': 5860}, {'name': 'Temple Hill Entertainment', 'id': 12292}, {'name': 'Boss Media', 'id': 27050}, {'name': '33andOut Productions', 'id': 34035}, {'name': 'Iron Horse Entertainment (II)', 'id': 34981}]",posters\97692.jpg
57772,"10,000 BC",A prehistoric epic that follows a young mammoth hunter's journey through uncharted territory to secure the future of his tribe.,7840,5.1,934.0,"12,28,18,14",false,2008-02-22,"[{'name': 'Centropolis Entertainment', 'id': 347}, {'name': 'Legendary Pictures', 'id': 923}, {'name': 'Warner Bros.', 'id': 6194}, {'name': 'Moonlighting Films', 'id': 9137}, {'name': 'The Department of Trade and Industry of South Africa', 'id': 10884}]",posters\57772.jpg
167472,100 Streets,"Four people, four extraordinary stories. All lived out within a hundred London streets.",334532,6.2,44.0,18,false,2016-11-11,"[{'name': 'CrossDay Productions Ltd.', 'id': 32201}, {'name': 'Green Door Pictures', 'id': 80604}, {'name': 'Helicopter Film Services', 'id': 86673}]",posters\167472.jpg
1348,101 Dalmatians,"The Live action adaptation of a Disney Classic. When a litter of dalmatian puppies are abducted by the minions of Cruella De Vil, the parents must find them before she uses them for a diabolical fashion statement.",11674,5.6,722.0,"35,10751",false,1996-11-17,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Great Oaks Entertainment', 'id': 2173}]",posters\1348.jpg
3959,102 Dalmatians,"Get ready for a howling good time as an all new assortment of irresistible animal heroes are unleashed in this great family tail! In an unlikely alliance, the outrageous Waddlesworth... a parrot who thinks he's a Rottweiler... teams up with Oddball... an un-marked Dalmation puppy eager to earn her spots! Together they embark on a laugh-packed quest to outwit the ever-scheming Cruella De Vil",10481,5.1,327.0,"35,10751",false,2000-10-07,"[{'name': 'Walt Disney Pictures', 'id': 2}, {'name': 'Cruella Productions', 'id': 10472}]",posters\3959.jpg
111320,112 Weddings,"After two decades of filming weddings Doug had long wondered what became of those couples.. Are they still together? Is married life what they thought it would be? How have they navigated the inevitable ups and downs of marriage over the long haul? Driven by deep curiosity to answer these questions, he begins to track down and interview his wedding couples, juxtaposing wedding day flashbacks with present-day reality as he explores themes of love and marital commitment and to ask them all the same question: After years of being married, what would be your advice be for a young couple soon to be married?",262390,6.7,3.0,99,false,2014-06-13,"[{'name': 'HBO', 'id': 6068}]",posters\111320.jpg
